,PPG,color,color_unit,generic,grain_index,maltster,name
781,32,40,°L,False,796,Any,Candi syrup Amber
782,45,15,°L,True,797,Any,Brown Sugar
783,33,10,°L,True,798,Any,Munich - Dark 20L (US)
784,32,345,°L,True,799,Muntons,Chocolate (UK)
785,30,220,°L,True,800,Dingemans,Special B (BE)
786,46,0,°L,False,801,Any,Cane Sugar
787,30,340,°L,False,802,Dingemans,Chocolate (BE)
788,36,1,°L,False,803,Any,Pale 2-Row (CA)
789,38,2,°L,False,804,Any,Red Wheat (US)
790,34,500,°L,False,805,Any,Dehusked Carafa III
791,35,340,°L,False,806,Any,Castle Chocolate
792,37,1,°L,False,807,GlobalMalt,Pilsen Malt
793,35,56,°L,True,808,Weyermann®,CaraMunich III (DE)
794,38,2,°L,True,628,Any,Pale 2-Row (UK)
795,30,35,°L,False,809,Any,Maple Syrup
796,34,5,°L,False,810,Weyermann®,Marris Otter
797,35,22,°L,False,811,Dingemans,Biscuit (BE)
798,37,1,°L,False,812,Briess,Pale 2-Row (US)
799,37,1,°L,False,813,Great Western,2-Row Brewers Malt
800,37,6,°L,False,814,Weyermann®,Munich Light (DE)
801,40,2,°L,True,815,Any,White Wheat  (US)
802,38,33,°L,True,816,Any,Aromatic (BE)
803,34,46,°L,True,817,Any,CaraMunich II (DE)
804,34,529,°L,False,818,Any,Chocolate Malt
805,34,80,°L,False,819,Any,Franco Belges Caramel Munich 80
806,34,4,°L,False,820,Any,British Mild Ale Malt
807,33,550,°L,False,821,Any,Midnight Wheat Malt (US)
808,34,566,°L,False,822,Dingemans,De-Bittered Black (BE)
809,35,4,°L,False,823,Any,Vienna (UK)
810,34,20,°L,False,824,Any,CaraRed (DE)
811,34,130,°L,False,825,Any,CaraAroma (DE)
812,46,30,°L,False,826,Any,Caramel
813,34,2,°L,False,828,Any,Great Western Organic California Select 2-Row
814,35,43,°L,False,829,Weyermann®,CARAWHEAT®
815,30,575,°L,True,830,Any,Roasted Barley (BE)
816,34,8,°L,False,831,Any,Toasted Marris Otter
817,34,5,°L,False,832,Any,Bairds Munich
818,34,640,°L,False,833,Any,Pauls Malt - Roasted Barley
819,34,60,°L,False,834,Any,Great Western Crystal 60L
820,31,150,°L,False,835,Simpson's,Brown Malt
821,37,1,°L,False,836,Any,British Lager Two-row
822,37,16,°L,False,837,Any,Castle Melano Light (45 EBC)
823,32,240,°L,False,838,Any,Chocolate Rye (DE)
824,34,40,°L,False,839,Any,Franco Belges Munich 40L
825,46,80,°L,False,840,Any,Invert No. 3
826,36,2,°L,True,841,Rahr,Pale 2-Row (US)
827,38,1,°L,True,842,Any,Lager (UK)
828,33,80,°L,True,843,Any,Dark Crystal 80L (UK)
829,36,2,°L,True,844,Any,Torrified Wheat
830,36,2,°L,True,714,Any,Unmalted Wheat (BE)
831,37,9,°L,True,845,Any,Munich (DE)
832,36,150,°L,False,846,Any,Black treacle
833,37,30,°L,False,847,Gambrinus,Munich Dark (30°L)
834,39,2,°L,False,848,Weyermann®,Pale Ale (DE)
835,38,1,°L,True,849,Any,Pilsner (DE)
836,37,2,°L,True,850,Any,Wheat Malt (DE)
837,34,130,°L,True,851,Any,CaraAroma (DE)
838,37,1,°L,False,852,Briess,2-Row (US)
839,40,1,°L,False,853,Any,Flaked Corn
840,37,1,°L,True,854,Rahr,2-Row (US)
841,24,350,°L,True,855,Briess,Chocolate (US)
842,10,550,°L,False,856,Weyermann®,Belgian Debittered Black Malt
843,25,300,°L,True,857,Briess,Roasted Barley (US)
844,37,3,°L,False,858,Bairds,Pale Ale Malt
845,46,0,°L,False,859,Any,Sucrose (Table Sugar)
846,35,20,°L,True,860,Any,Caramel/Crystal 20L (US)
847,29,2,°L,True,861,Any,Rye (DE)
848,10,3,°L,False,862,Great Western,Vienna Malt
849,34,5,°L,False,864,Any,Red Winter Wheat
850,23,150,°L,False,865,Simpson's,Coffee Malt
851,34,45,°L,False,866,Any,Crystal 45L (UK)
852,33,90,°L,False,867,Any,Crystal Rye (UK)
853,34,5,°L,False,868,Any,Spelt
854,46,0,°L,True,869,Any,Cane Sugar
855,37,21,°L,False,870,Any,Cara 20
856,36,2,°L,False,871,Any,Pale Malt (2 Row) US
857,39,2,°L,False,872,Any,White Wheat Malt
858,33,22,°L,False,873,Any,Caravienne Malt
859,34,43,°L,False,874,Weyermann®,CARAWHEAT® Caramel Wheat Malt
860,44,1,°L,False,875,Any,White Sorghum Syrup
861,39,0,°L,False,876,Any,Maltodextrin
862,35,2,°L,False,877,Weyermann®,Bohemian Floor-Malted Wheat Malt
863,32,65,°L,True,878,Any,Brown Malt (UK)
864,34,39,°L,True,879,Any,CaraMunich I (DE)
865,34,35,°L,False,880,Any,Bairds Carastan Malt
866,34,3,°L,False,881,Any,Simpson's Peat Smoked Malt
867,46,20,°L,False,882,Any,"Muscovado Sugar, Dark (Barbados Sugar)"
868,37,6,°L,False,883,Castle,Château Munich Light® 2-Row
869,31,1,°L,False,884,Thomas Fawcett & Sons,Oat Malt
870,37,1,°L,False,885,Rahr,2-Row Brewers Malt
871,34,30,°L,False,886,Any,Crystal 30L (UK)
872,34,50,°L,False,887,Any,Caramel/Crystal Malt - 50L
873,34,15,°L,False,888,Any,Crystal 15L (UK)
874,34,46,°L,False,889,Any,Caramel Wheat (DE)
875,34,5,°L,False,890,Any,"Crystal, Medium (Bairds)"
876,37,3,°L,False,891,Any,Scottish Malt
877,32,65,°L,False,892,Any,Brown Malt (UK)
878,20,1,°L,False,893,Any,Buckwheat (Kasha)
879,34,60,°L,False,894,Any,Buckwheat Honey
880,34,22,°L,False,895,Any,Cara 20L (BE)
881,35,4,°L,True,896,Any,Vienna (UK)
882,37,25,°L,True,897,Any,Melanoidin (DE)
883,36,2,°L,True,898,Briess,Brown Rice Syrup
884,31,413,°L,False,899,Any,Chocolate Wheat (DE)
885,34,5,°L,False,900,Any,German Pilsner
886,32,49,°L,True,901,Thomas Fawcett & Sons,Crystal 50L (UK)
887,37,3,°L,False,902,Any,Golden Promise (UK)
888,34,31,°L,False,903,Boortmalt,Light Crystal Malt
889,34,55,°L,True,904,Any,CaraCrystal Wheat Malt (US)
890,38,3,°L,False,905,Briess,Maris Otter Pale (UK)
891,38,3,°L,False,906,Any,Rye (DE)
892,38,20,°L,True,907,Any,Maris Otter Pale (UK)
893,34,65,°L,False,908,Bairds,Crystal 65
894,32,30,°L,False,909,Great Western,Crystal 30
895,38,5,°L,False,910,Any,Belgian Candi Sugar - Clear/Blond
896,38,60,°L,True,911,Any,Belgian Candi Sugar - Amber/Brown
897,38,2,°L,True,912,Gambrinus,Pale Wheat (CA)
898,36,19,°L,False,913,Dingemans,Aromatic MD™/Amber MD™
899,39,2,°L,False,914,Briess,White Wheat Malt
900,27,530,°L,False,915,Any,Black Barley (US)
901,34,70,°L,False,916,Any,Crystal 70L (UK)
902,34,15,°L,False,917,Any,Blackberries
903,34,30,°L,False,918,Any,Munich Malt 30L
904,35,20,°L,True,919,Any,Aromatic Malt (US)
905,36,10,°L,True,920,Any,Bonlander Munich (US)
906,34,566,°L,True,921,Any,De-Bittered Black (BE)
907,35,1,°L,True,922,Any,6-Row (US)
908,34,60,°L,True,923,Any,Caramel Munich 60L (US)
909,37,1,°L,True,924,Any,Pilsner (US)
910,34,10,°L,True,925,Any,Munich Light (CA)
911,38,2,°L,True,926,Any,Red Wheat (US)
912,34,22,°L,True,927,Any,Cara 20L (BE)
913,37,3,°L,True,929,Any,2-Row (US)
914,37,4,°L,True,930,Any,Vienna (DE)
915,38,1,°L,True,931,Any,Wheat (US)
916,33,140,°L,True,934,Any,Crystal 140L (UK)
917,35,15,°L,True,935,Any,Caramel/Crystal 15L (US)
918,37,3,°L,True,938,Any,Pale Ale (US)
919,32,418,°L,True,939,Any,De-Husked Caraf II (DE)
920,33,160,°L,True,940,Any,Extra Dark Crystal 160L (UK)
921,36,1,°L,True,941,Any,Pale 2-Row (CA)
922,35,2,°L,True,942,Any,Caramel Pils (BE)
923,39,2,°L,True,943,Any,Pale Ale (DE)
924,34,11,°L,True,944,Any,CaraHell (DE)
925,34,23,°L,True,945,Any,CaraAmber (DE)
926,35,30,°L,True,946,Crisp,Caramel/Crystal 10L (US)
927,36,1,°L,True,947,Any,Pilsen (UK)
928,36,1,°L,True,948,Dingemans,Pilsner (US)
929,38,2,°L,True,949,Weyermann®,Pale Wheat (CA)
930,33,20,°L,True,932,Any,Munich - Dark 20L (US)
931,38,1,°L,True,950,Any,Floor-Malted Bohemian Pilsner (DE)
932,37,2,°L,True,951,Any,Pearl (UK)
933,34,68,°L,True,952,Simpson's,Crystal 60L (UK)
934,27,525,°L,True,955,Any,Black Malt (US)
935,38,8,°L,True,956,Castle,Pale Ale (BE)
936,35,6,°L,True,957,Castle,Vienna (UK)
937,32,340,°L,True,958,Any,Carafa I (DE)
938,33,75,°L,True,959,Any,Caramel/Crystal 75L (US)
939,39,6,°L,True,963,Any,Dark Wheat (DE)
940,37,15,°L,True,964,Any,Munich Dark (DE)
941,33,10,°L,True,965,Any,Golden Naked Oats (UK)
942,38,3,°L,True,967,Any,Rye (DE)
943,37,2,°L,True,968,Crisp,Pale Malt (US)
944,33,120,°L,True,969,Any,Extra Dark Crystal 120L (UK)
945,37,0,°L,True,970,Any,Corn Syrup
946,35,6,°L,True,971,Any,Cara Malt (UK)
947,37,2,°L,True,972,Any,Kölsch (DE)
948,36,3,°L,True,973,Any,Pilsen (UK)
949,38,5,°L,True,974,Any,Pale 2-Row (UK)
950,33,15,°L,True,975,Any,Munich (UK)
951,35,6,°L,True,976,Any,Vienna (UK)
952,38,1,°L,True,977,Any,Wheat (BE)
953,34,15,°L,True,978,Any,Crystal 15L (UK)
954,32,0,°L,True,979,Any,Belgian Candi Syrup - Clear
955,38,2,°L,True,980,Any,Peated Malt (UK)
956,33,60,°L,True,981,Any,Munich - 60L (US)
957,33,130,°L,True,982,Any,Extra Special Malt (US)
958,32,425,°L,True,937,Any,Carafa II (DE)
959,35,19,°L,True,983,Any,Cara Malt (UK)
960,33,66,°L,True,985,Weyermann®,Crystal Rye (UK)
961,33,150,°L,True,986,Any,Caramel/Crystal 150L (US)
962,33,90,°L,True,987,Any,Caramel/Crystal 90L (US)
963,37,2,°L,True,989,Any,2-Row (US)
964,34,8,°L,True,990,Any,Caramel Pils (DE)
965,28,2,°L,True,991,Any,Oat Malt (UK)
966,36,150,°L,True,992,Any,Coffee Malt (UK)
967,32,45,°L,True,993,Any,Belgian Candi Syrup - Amber
968,38,20,°L,True,994,Any,Aromatic (BE)
969,36,2,°L,True,995,Weyermann®,Pale Wheat (DE)
970,34,30,°L,True,996,Any,Crystal 30L (UK)
971,34,60,°L,True,997,Any,Crystal 60L (UK)
972,37,1,°L,True,998,Briess,Pale 2-Row (US)
973,37,3,°L,True,999,Any,Smoked Malt (DE)
974,38,0,°L,True,1000,Any,Belgian Candi Sugar - Clear/Blond
975,38,2,°L,True,1001,Any,Optic (UK)
976,34,510,°L,True,1002,Any,Chocolate (UK)
977,34,46,°L,True,1003,Any,Cara Gold (BE)
978,33,17,°L,True,1004,Any,Abbey Malt  (BE)
979,34,20,°L,True,1005,Any,Caramel Vienne 20L
980,33,90,°L,True,1006,Any,Crystal Rye (UK)
981,36,2,°L,True,1007,Weyermann®,Pale Wheat (CA)
982,44,2,°L,True,1013,Any,Brown Rice Syrup
983,44,1,°L,True,1014,Any,White Sorghum Syrup
984,38,6,°L,True,1015,Any,Floor-Malted Bohemian Dark Pilsner (DE)
985,22,430,°L,True,1016,Any,Carafa Special II
986,33,250,°L,True,1017,Any,Pale Chocolate (UK)
987,36,2,°L,True,1018,Any,Pale Wheat (DE)
988,36,3,°L,True,1019,Any,ESB Malt (CA)
989,32,340,°L,True,1020,Any,De-Husked Caraf I (DE)
990,34,45,°L,True,1021,Any,Crystal 45L (UK)
991,37,1,°L,True,1022,Briess,Pilsner (US)
992,27,500,°L,True,1023,Any,Black Barley (US)
993,39,2,°L,True,1024,Weyermann®,Pale Ale (DE)
994,39,2,°L,True,1025,Any,Wheat (US)
995,33,30,°L,True,1026,Any,Pale 2-Row - Toasted (US)
996,38,1,°L,True,1027,Any,Floor-Malted Bohemian Wheat (DE)
997,37,1,°L,True,1031,Any,Bohemian Pilsner (DE)
998,35,19,°L,True,1032,Any,Aromatic (BE)
999,37,13,°L,True,1033,Any,Munich Dark (DE)
1000,27,500,°L,True,1034,Any,Black Patent (UK)
1001,34,338,°L,True,1035,Any,Chocolate (UK)
1002,37,2,°L,True,1036,Any,Pilsner (BE)
1003,33,26,°L,True,1037,Any,Abbey Malt  (BE)
1004,35,15,°L,True,1038,Any,Carastan Light 15L (UK)
1005,33,13,°L,True,1039,Any,CaraBelge (DE)
1006,33,1,°L,True,1040,Any,Dextrine Malt (UK)
1007,38,3,°L,True,1041,Muntons,Maris Otter Pale (UK)
1008,34,42,°L,True,966,Any,Cara 45L (BE)
1009,40,2,°L,True,1042,Briess,White Wheat  (US)
1010,37,4,°L,True,1043,Weyermann®,Vienna (DE)
1011,34,46,°L,True,1044,Weyermann®,CaraMunich II (DE)
1012,37,25,°L,True,1045,Weyermann®,Melanoidin (DE)
1013,30,5,°L,True,1046,Any,Ashbourne Mild (US)
1014,36,2,°L,True,1047,Any,Halcyon (UK)
1015,37,1,°L,True,1048,Great Western,Pale 2-Row (US)
1016,29,550,°L,True,1049,Thomas Fawcett & Sons,Roasted Barley (UK)
1017,34,40,°L,True,1050,Bairds,Crystal 40L (CA)
1018,37,3,°L,True,1051,Briess,Pale Ale (US)
1019,35,27,°L,True,1052,Weyermann®,CaraMunich I (DE)
1020,37,1,°L,True,1053,Great Western,2-Row (US)
1021,38,3,°L,True,1054,Weyermann®,Rye (US)
1022,33,90,°L,True,1055,Simpson's,Crystal Rye (UK)
1023,35,1,°L,True,962,Weyermann®,Carapils (DE)
1024,32,225,°L,True,1056,Weyermann®,Chocolate Rye (DE)
1025,38,4,°L,True,1057,Any,Pale 2-Row (UK)
1026,29,412,°L,True,1058,Weyermann®,Roasted Barley (UK)
1027,32,1,°L,True,1059,Briess,Flaked Barley
1028,33,120,°L,True,1060,Crisp,Caramel/Crystal 120L (US)
1029,34,250,°L,True,1061,Any,Special B (BE)
1030,37,5,°L,True,1062,Any,Smoked Malt (US)
1031,34,50,°L,True,1063,Any,Crystal 50L (UK)
1032,33,412,°L,True,1064,Any,Roasted Barley (US)
1033,38,1,°L,True,1065,Weyermann®,Pilsner (DE)
1034,33,1,°L,True,1066,Briess,Carapils (Dextrine Malt) (US)
1035,34,32,°L,True,1067,Any,Munich Dark (CA)
1036,39,3,°L,True,1068,Any,White Wheat  (US)
1037,34,475,°L,True,1071,Any,Chocolate (UK)
1038,46,1,°L,True,1072,Any,Invert Sugar
1039,35,17,°L,True,1073,Any,Cara Malt (UK)
1040,33,120,°L,True,1070,Any,Crystal 120L (CA)
1041,38,3,°L,True,960,Weyermann®,Bohemian Pilsner (DE)
1042,38,1,°L,True,1076,Any,2-Row (US)
1043,34,45,°L,True,1077,Crisp,Crystal 45L (UK)
1044,36,1,°L,True,1078,Any,Pilsner (US)
1045,27,2,°L,True,1079,Any,Acidulated Malt (DE)
1046,35,34,°L,True,1080,Any,Carastan 30L (UK)
1047,34,58,°L,True,1081,Any,CaraMunich III (DE)
1048,34,26,°L,True,1082,Any,CaraAmber (DE)
1049,37,12,°L,True,1083,Any,2-Row (US)
1050,38,3,°L,True,1084,Thomas Fawcett & Sons,Maris Otter Pale (UK)
1051,35,17,°L,True,1085,Simpson's,Cara Malt (UK)
1052,33,90,°L,True,1086,Any,Crystal 90L (UK)
1053,35,24,°L,True,1087,Any,Biscuit (BE)
1054,34,350,°L,True,1088,Any,Chocolate (US)
1055,38,1,°L,True,1074,Weyermann®,Bohemian Pilsner (DE)
1056,37,2,°L,True,1089,Weyermann®,Wheat Malt (DE)
1057,33,13,°L,True,1090,Weyermann®,CaraBelge (DE)
1058,38,1,°L,True,1091,Weyermann®,Floor-Malted Bohemian Wheat (DE)
1059,38,1,°L,True,1092,Weyermann®,Floor-Malted Bohemian Pilsner (DE)
1060,34,60,°L,True,1093,Great Western,Caramel/Crystal 60L (US)
1061,35,15,°L,True,1094,Great Western,Caramel/Crystal 15L (US)
1062,35,20,°L,True,1095,Castle,Aromatic Malt (US)
1063,34,25,°L,True,1096,Briess,Victory (US)
1064,34,130,°L,True,1097,Castle,Special B (BE)
1065,34,23,°L,True,1098,Any,Cara 20L (BE)
1066,38,2,°L,True,1099,Muntons,Maris Otter Pale (UK)
1067,38,3,°L,True,1100,Any,Pale Ale (CA)
1068,29,450,°L,True,1101,Thomas Fawcett & Sons,Roasted Barley (UK)
1069,38,2,°L,True,1102,Weyermann®,Pilsner (DE)
1070,35,5,°L,True,1103,Briess,Carapils (DE)
1071,35,10,°L,True,1104,Weyermann®,Munich - Light 10L (US)
1072,32,80,°L,True,984,Any,Belgian Candi Syrup - Dark
1073,32,160,°L,True,1105,Any,Belgian Candi Syrup - D2
1074,37,2,°L,True,1106,Any,Pale Malt (US)
1075,46,2,°L,True,1107,Any,Demerara (Raw) Sugar
1076,29,300,°L,True,1108,Any,Roasted Barley (UK)
1077,35,7,°L,True,1109,Any,Munich (UK)
1078,32,49,°L,True,1110,Any,Crystal 50L (UK)
1079,38,3,°L,True,1111,Bairds,Maris Otter Pale (UK)
1080,34,40,°L,True,1112,Any,Agave Nectar
1081,39,27,°L,True,1113,Any,Pale Ale (DE)
1082,32,470,°L,True,1114,Any,De-Husked Caraf III (DE)
1083,35,2,°L,True,1115,Briess,2-Row (US)
1084,35,4,°L,True,1116,Briess,Vienna (US)
1085,37,3,°L,True,1117,Any,Mild (UK)
1086,33,120,°L,True,1118,Any,Dark Crystal 80L (UK)
1087,34,6,°L,True,1119,Any,Cara Gold (BE)
1088,32,50,°L,True,1120,Any,Amber (UK)
1089,38,2,°L,True,1121,Thomas Fawcett & Sons,Maris Otter Pale (UK)
1090,37,25,°L,True,1122,Gambrinus,Honey Malt (CA)
1091,34,360,°L,True,1123,Thomas Fawcett & Sons,Chocolate (UK)
1092,29,455,°L,True,1124,Thomas Fawcett & Sons,Roasted Barley (UK)
1093,30,500,°L,True,1125,Any,Roasted Barley (BE)
1094,35,3,°L,True,1126,Any,Pale Ale (CA)
1095,38,3,°L,True,1127,Gambrinus,Maris Otter Pale (UK)
1096,33,90,°L,True,1128,Thomas Fawcett & Sons,Caramel/Crystal 90L (US)
1097,34,40,°L,True,1129,Thomas Fawcett & Sons,Crystal 40L (CA)
1098,34,46,°L,True,1130,Any,Caramel Wheat (DE)
1099,33,120,°L,True,1133,Briess,Caramel/Crystal 120L (US)
1100,33,207,°L,True,1134,Simpson's,Pale Chocolate (UK)
1101,33,550,°L,True,1135,Briess,Midnight Wheat Malt (US)
1102,34,36,°L,True,1136,Any,CaraMunich I (DE)
1103,32,27,°L,True,1137,Thomas Fawcett & Sons,Amber (UK)
1104,37,1,°L,True,1138,Any,Pilsner (DE)
1105,37,3,°L,True,1139,Any,Acidulated Malt (DE)
1106,37,5,°L,True,1140,Any,Munich Light (DE)
1107,40,0,°L,True,933,Any,Flaked Rice
1108,36,500,°L,True,1141,Any,Blackprinz (US)
1109,32,430,°L,True,1142,Any,Carafa II (DE)
1110,39,6,°L,True,1143,Any,Pale Ale (DE)
1111,40,2,°L,True,1144,Rahr,White Wheat  (US)
1112,38,3,°L,True,1145,Great Western,Maris Otter Pale (UK)
1113,34,40,°L,True,1146,Great Western,Caramel/Crystal 40L (US)
1114,33,75,°L,True,1147,Any,CaraBohemian (DE)
1115,38,3,°L,True,1148,Weyermann®,Maris Otter Pale (UK)
1116,29,550,°L,True,1149,Muntons,Roasted Barley (UK)
1117,34,147,°L,True,1150,Dingemans,Special B (BE)
1118,34,50,°L,True,1154,Any,CaraMunich I (DE)
1119,33,10,°L,True,1155,Great Western,Munich - Light 10L (US)
1120,37,25,°L,True,1156,Great Western,Melanoidin (DE)
1121,37,6,°L,True,1157,Weyermann®,Munich Light (DE)
1122,32,425,°L,True,1158,Weyermann®,Carafa II (DE)
1123,34,30,°L,True,1159,Any,Victory (US)
1124,33,500,°L,True,1160,Any,Roasted Barley (US)
1125,27,350,°L,True,1161,Any,Black Patent (UK)
1126,29,450,°L,True,1162,Crisp,Chocolate (US)
1127,34,50,°L,True,1163,Any,Caramel/Crystal 40L (US)
1128,34,150,°L,True,1164,Any,Special B (BE)
1129,35,60,°L,True,1165,Any,Caramel/Crystal 60L (US)
1130,36,180,°L,True,1166,Any,Coffee Malt (UK)
1131,38,2,°L,True,1167,Any,Pilsner (DE)
1132,29,550,°L,True,1168,Weyermann®,Roasted Barley (UK)
1133,35,15,°L,True,1169,Briess,Caramel/Crystal 15L (US)
1134,38,33,°L,True,1170,Crisp,Aromatic (BE)
1135,37,9,°L,True,1171,Weyermann®,Munich Dark (DE)
1136,27,3,°L,True,1075,Weyermann®,Acidulated Malt (DE)
1137,38,1,°L,True,1172,Briess,2-Row (US)
1138,37,10,°L,True,1173,Any,Munich Light (CA)
1139,34,55,°L,True,715,Any,CaraBrown (US)
1140,33,215,°L,True,1174,Any,Pale Chocolate (UK)
1141,35,20,°L,True,954,Briess,Caramel/Crystal 20L (US)
1142,33,80,°L,True,1175,Muntons,Dark Crystal 80L (UK)
1143,34,130,°L,True,1176,Weyermann®,CaraAroma (DE)
1144,29,350,°L,True,1177,Briess,Chocolate (US)
1145,34,55,°L,True,1178,Briess,CaraBrown (US)
1146,33,83,°L,True,1179,Any,Caramel/Crystal 80L (US)
1147,37,32,°L,True,1180,Any,Munich Dark (DE)
1148,37,3,°L,True,1181,Briess,2-Row (US)
1149,37,1,°L,False,1182,Simpson's,Peated Malt
1150,36,1,°L,False,1183,Any,Pilsner (2 Row) Bel
1151,39,4,°L,False,1184,Any,German Wheat
1152,34,6,°L,False,1185,Any,German Munich Light
1153,37,7,°L,False,1186,Castle,Aromatic Munich Malt
1154,34,30,°L,True,1187,Castle,Caramel/Crystal 30L (US)
1155,34,2,°L,True,1188,Any,Pilsner (US)
1156,30,300,°L,False,1189,Any,Toasted Oats
1157,40,0,°L,False,1190,Any,Flaked Rice
1158,27,530,°L,False,1191,Dingemans,Black Barley (US)
1159,37,2,°L,False,1192,Any,Wheat (UK)
1160,35,695,°L,False,1193,Crisp,Crisp Roasted Barley
1161,34,630,°L,False,1194,Crisp,Crisp Chocolate Malt
1162,32,500,°L,True,1196,Any,Black Malt (US)
1163,34,40,°L,False,1197,Briess,Caramel/Crystal 40L (US)
1164,34,45,°L,False,1198,Any,Caramunich Malt 45
1165,34,150,°L,False,1199,Bairds,Crystal 150
1166,37,9,°L,False,1200,Castle,Château Munich
1167,33,3,°L,False,1201,Any,Pale Ale
1168,37,6,°L,False,1202,Any,British Munich
1169,33,90,°L,True,1203,Crisp,Crystal 90L (UK)
1170,36,2,°L,False,1204,Any,Moravian Pilsner Malt
1171,38,1,°L,False,1205,Any,Floor-Malted Bohemian Pilsner (DE)
1172,37,3,°L,False,1206,Castle,Château Vienna 2-Row
1173,35,2,°L,False,1207,Any,Caramel Pils (BE)
1174,38,3,°L,False,1208,Any,Pale Ale
1175,31,1,°L,True,1209,Any,Flaked Oats
1176,35,10,°L,True,1210,Any,Munich - Light 10L (US)
1177,34,1,°L,True,1211,Any,Carapils (Dextrine Malt) (US)
1178,37,1,°L,False,1212,Any,CaraFoam (DE)
1179,33,150,°L,False,1213,Any,Caramel/Crystal 150L (US)
1180,40,2,°L,False,1214,Briess,White Wheat  (US)
1181,34,30,°L,False,1215,Briess,Caramel/Crystal 30L (US)
1182,38,2,°L,True,1216,Bairds,Pale 2-Row (UK)
1183,37,15,°L,True,1217,Weyermann®,Munich Dark (DE)
1184,34,130,°L,False,1218,Weyermann®,CaraAroma
1185,32,535,°L,True,1219,Weyermann®,Carafa III (DE)
1186,33,135,°L,False,1221,Any,Crystal 150L
1187,35,6,°L,False,1222,Bairds,Vienna Malt
1188,32,337,°L,False,1223,Weyermann®,CARAFA® I
1189,34,60,°L,False,1224,Any,Crystal 60L (CA)
1190,33,60,°L,False,1225,Any,Munich - 60L (US)
1191,32,337,°L,False,1226,Weyermann®,CARAFA® SPECIAL I (Dehusked Barley)
1192,34,3,°L,False,1227,Great Western,2 Row Pale Malt
1193,34,40,°L,False,1228,Any,Caramel/Crystal Malt - 40L
1194,32,525,°L,False,1229,Weyermann®,CARAFA® SPECIAL III (Dehusked Barley)
1195,10,15,°L,True,1230,Any,Crystal 15L (CA)
1196,34,0,°L,True,1231,Any,Carapils (Dextrine Malt) (US)
1197,34,8,°L,False,1232,Any,Caramel Pils (DE)
1198,29,350,°L,False,1233,Briess,Chocolate (US)
1199,34,50,°L,False,1234,Any,Crystal 50L (UK)
1200,36,2,°L,False,1235,Any,Pilsner (2 Row) Bel
1201,34,4,°L,True,1236,Any,Kölsch (DE)
1202,33,20,°L,False,1237,Any,Munich - Dark 20L (US)
1203,35,17,°L,False,1238,Any,Cara Malt (UK)
1204,36,1,°L,False,1239,Any,Pilsen (UK)
1205,35,10,°L,False,1240,Muntons,Caramel/Crystal 10L (US)
1206,35,1,°L,False,1241,Any,2-Row Pale Malt
1207,33,15,°L,False,1242,Bairds,Light Carastan Malt
1208,34,610,°L,False,1243,Any,Chocolate Malt (TF) 1200 EBC
1209,35,34,°L,False,1244,Any,Carastan 30L (UK)
1210,31,497,°L,False,1245,Simpson's,Black Malt
1211,33,225,°L,False,1246,Crisp,Pale Chocolate (UK)
1212,30,500,°L,True,1247,Bairds,Roasted Barley (UK)
1213,34,45,°L,False,1248,Dingemans,Cara 50 MD™
1214,37,1,°L,False,1249,Crisp,Crisp Dextrin Malt
1215,32,11,°L,False,1250,Thomas Fawcett & Sons,Caramalt
1216,33,120,°L,False,1251,Any,Caramel/Crystal Malt -120L
1217,32,120,°L,True,1252,Any,Caramel/Crystal 120L (US)
1218,34,100,°L,False,1253,Bairds,Crystal 100
1219,33,160,°L,False,1254,Any,Extra Dark Crystal 160L (UK)
1220,33,50,°L,False,827,Any,Special Roast (US)
1221,37,2,°L,False,1255,Weyermann®,Smoked Malt
1222,35,9,°L,True,1256,Weyermann®,Munich Dark (DE)
1223,34,5,°L,False,1257,Any,Wheat Flour
1224,34,2,°L,False,1258,Rahr,Rahr 6-Row
1225,37,3,°L,False,1259,Rahr,Rahr Red Wheat Malt
1226,34,57,°L,False,1260,Any,CaraMunich III (DE)
1227,37,7,°L,False,1261,GlobalMalt,Munich Malt
1228,34,40,°L,True,1262,Briess,Caramel/Crystal 60L (US)
1229,34,28,°L,True,1263,Dingemans,Victory (US)
1230,34,77,°L,False,1264,Any,British Crystal Dark (77)
1231,37,1,°L,False,1265,Any,Rice Syrup Solids
1232,23,125,°L,False,1266,Any,Belgian Coffee Light
1233,34,66,°L,False,1267,Weyermann®,CARARYE®
1234,34,6,°L,False,1268,Dingemans,Belgian Caramel Pils
1235,34,20,°L,True,1269,Dingemans,Caramel Vienne 20L
1236,34,200,°L,False,1270,Briess,Pale Chocolate Malt 200L
1237,35,23,°L,True,1271,Briess,Biscuit (BE)
1238,33,120,°L,False,712,Any,Crystal 120L (CA)
1239,36,5,°L,False,1272,Any,Cherry Smoked
1240,34,8,°L,False,1273,Any,Durst Munich Light
1241,35,20,°L,True,1274,Rahr,Aromatic Malt (US)
1242,29,220,°L,True,1275,Any,Flaked Barley
1243,42,3,°L,False,1276,Any,2 Row Pale Malt
1244,34,12,°L,False,1277,Any,Melanoidin Malt
1245,39,19,°L,False,1278,Any,Castle Cara Ruby (Cara 50)
1246,37,3,°L,False,1279,Castle,Castle Pale Ale
1247,36,57,°L,False,1280,Castle,Castle Crystal (Cara 150)
1248,1,0,°L,False,1281,Any,Libby's Pumpin 29 oz
