,PPG,color,color_unit,generic,grain_index,maltster,name
1249,34,60,°L,False,1282,Any,Franco-Belges Caramel Munich 60
1250,34,42,°L,False,492,Any,Cara 45L (BE)
1251,45,15,°L,False,1283,Any,Brown Sugar
1252,25,500,°L,False,1284,Any,Black (Patent) Malt
1253,36,10,°L,False,1285,Any,Bonlander Munich (US)
1254,32,418,°L,False,1286,Any,De-Husked Caraf II (DE)
1255,38,2,°L,False,1287,Muntons,Ale Malt
1256,40,40,°L,False,1288,Any,"Candi Sugar Soft, Brown"
1257,34,46,°L,False,1289,Weyermann®,CaraMunich II (DE)
1258,34,130,°L,False,1290,Weyermann®,CaraAroma (DE)
1259,37,25,°L,False,1291,Weyermann®,Melanoidin (DE)
1260,37,2,°L,False,1293,Any,Pilsner (BE)
1261,38,33,°L,False,1294,Any,Aromatic (BE)
1262,34,20,°L,False,1295,Dingemans,Cara 50 MD™
1263,34,2,°L,False,1296,Great Western,Great Western Premium 2-Row Malt
1264,47,5,°L,False,1297,Any,Apple Juice
1265,34,1,°L,False,1298,Weyermann®,Floor-Malted Bohemian Pilsner Malt
1266,33,10,°L,False,1299,Any,Golden Naked Oats (UK)
1267,34,20,°L,False,1300,Any,Caramel Vienne 20L
1268,37,3,°L,False,1301,Great Western,Great Western Northwest Pale Ale Malt
1269,34,60,°L,False,1302,Great Western,Great Western Crystal 60L
1270,35,10,°L,False,1303,Great Western,Great Western Munich 8-10L
1271,34,2,°L,False,1304,Briess,Organic Carapils
1272,32,487,°L,False,1305,Thomas Fawcett & Sons,Black Malt
1273,38,3,°L,False,1307,Briess,Rye (US)
1274,35,2,°L,False,1308,Any,"Barley, Flaked ()"
1275,34,46,°L,False,1309,Any,Cara Gold (BE)
1276,30,575,°L,False,1310,Any,Roasted Barley (BE)
1277,34,148,°L,True,1311,Any,Special B (BE)
1278,37,2,°L,False,1312,Rahr,Premium 2-Row Malt
1279,38,2,°L,False,1313,Rahr,White Wheat
1280,36,80,°L,False,1314,Any,Molasses
1281,34,5,°L,False,1315,Any,Canadian Two-Row Malt
1282,34,15,°L,True,1316,Muntons,Crystal 15L (UK)
1283,36,4,°L,False,1317,Any,Pale Ale 'Pearl Blend'
1284,34,42,°L,False,1318,Any,CaraMunich II (Type 2) (German)
1285,32,45,°L,False,1319,Any,German Caramel Wheat
1286,33,2,°L,False,1320,Any,Cara-Pils/Dextrine
1287,39,1,°L,False,1321,Boortmalt,Wheat
1288,37,7,°L,False,1322,Weyermann®,Dark Wheat
1289,29,3,°L,True,1323,Weyermann®,Rye (US)
1290,34,13,°L,False,1324,Weyermann®,CARABELGE®
1291,38,1,°L,False,1325,Any,Wheat (BE)
1292,34,130,°L,False,1326,Any,English Special B
1293,36,2,°L,False,1327,Castle,Castle Wheat
1294,37,2,°L,False,1328,Castle,Castle Pilsen 2RS
1295,38,45,°L,False,1329,Any,Aromatic (BE)
1296,36,2,°L,False,1330,Any,Pale Malt (2 Row) UK
1297,33,56,°L,False,1331,Any,Caramunich Malt
1298,37,25,°L,False,1332,Any,Honey Malt
1299,37,2,°L,True,1333,Any,Pilsner (DE)
1300,33,53,°L,False,1334,Any,Crystal Rye (UK)
1301,33,60,°L,True,1335,Any,CaraMunich (BE)
1302,36,3,°L,False,1336,Weyermann®,Pale Ale Malt
1303,27,450,°L,False,1337,Any,Dark Chocolate
1304,36,1,°L,False,1338,Any,Pale Wheat (DE)
1305,38,3,°L,False,1339,Any,Red Wheat (US)
1306,36,3,°L,False,1340,Muntons,Marris otter
1307,23,0,°L,False,1341,Any,Coffee Malt
1308,36,3,°L,True,1342,Briess,Pale Ale (US)
1309,37,3,°L,False,1346,Weyermann®,Pale Ale Malt
1310,36,3,°L,False,1347,Any,Pale Ale Malt
1311,37,3,°L,True,1348,Weyermann®,Smoked Malt (DE)
1312,38,3,°L,True,1349,Any,Pale Ale (DE)
1313,35,19,°L,True,1350,Any,Aromatic Malt (UK)
1314,32,413,°L,True,1351,Any,Carafa II (DE)
1315,35,35,°L,True,1352,Any,Carastan 30L (UK)
1316,36,15,°L,True,1353,Any,Dark Munich (DE)
1317,32,40,°L,True,988,Any,Belgian Candi Syrup - Amber
1318,35,4,°L,True,1354,Great Western,Vienna (US)
1319,34,30,°L,True,1355,Great Western,Caramel/Crystal 30L (US)
1320,33,1,°L,True,1356,Great Western,Carapils (Dextrine Malt) (US)
1321,33,75,°L,True,1357,Any,Crystal Rye (UK)
1322,36,3,°L,True,1030,Gambrinus,ESB Malt (CA)
1323,37,3,°L,True,1362,Any,Pale 2-Row (US)
1324,34,20,°L,True,1364,Any,Crystal 70L (UK)
1325,39,3,°L,True,1365,Any,Pale Ale (DE)
1326,39,0,°L,True,1366,Any,Maltodextrin 
1327,37,3,°L,True,1367,Rahr,Pale 2-Row (US)
1328,37,6,°L,True,1368,Any,Munich (DE)
1329,34,130,°L,True,1369,Any,Special B (BE)
1330,37,2,°L,True,1373,Any,Spelt Malt (DE)
1331,38,2,°L,True,1376,Any,Pale Ale (BE)
1332,33,1,°L,True,1377,Any,Malted Naked Oats (UK)
1333,29,413,°L,True,1378,Any,Roasted Barley (UK)
1334,34,338,°L,True,1379,Any,Chocolate (BE)
1335,29,450,°L,True,1380,Any,Roasted Barley (UK)
1336,34,42,°L,True,1381,Any,CaraMunich II (DE)
1337,30,5,°L,True,1382,Briess,Ashbourne Mild (US)
1338,33,66,°L,True,1383,Any,Crystal Rye (UK)
1339,34,60,°L,True,1384,Bairds,Crystal 60L (UK)
1340,33,6,°L,True,1385,Any,Munich - Light 10L (US)
1341,38,9,°L,True,1386,Castle,Munich (BE)
1342,37,30,°L,True,1387,Castle,Melanoidin (DE)
1343,37,10,°L,True,1389,Any,Munich Dark (DE)
1344,37,8,°L,True,1390,Any,Munich Light (DE)
1345,36,3,°L,True,1391,Thomas Fawcett & Sons,Maris Otter Pale (UK)
1346,33,60,°L,True,1392,Any,Crystal 60L (UK)
1347,34,5,°L,True,1393,Any,Munich - Light 10L (US)
1348,29,365,°L,True,1394,Any,Roasted Barley (US)
1349,34,2,°L,True,1395,Weyermann®,Pilsner (DE)
1350,38,2,°L,True,1396,Any,Floor-Malted Bohemian Pilsner (DE)
1351,34,75,°L,True,1397,Any,CaraMunich III (DE)
1352,32,450,°L,True,1398,Weyermann®,Carafa I (DE)
1353,32,750,°L,True,1399,Any,Carafa III (DE)
1354,34,56,°L,True,1400,Any,Crystal 50L (UK)
1355,34,132,°L,True,1401,Any,Special B (BE)
1356,34,57,°L,True,1402,Weyermann®,CaraMunich III (DE)
1357,37,15,°L,True,1403,Any,Honey Malt (CA)
1358,42,2,°L,True,1405,Any,Honey (Buckwheat)
1359,38,10,°L,True,1344,Any,Munich (BE)
1360,38,2,°L,True,1406,Any,Maris Otter Pale (UK)
1361,29,525,°L,True,1407,Any,Chocolate (US)
1362,35,7,°L,True,1410,Any,Vienna (US)
1363,33,12,°L,True,1411,Any,Munich - Light 10L (US)
1364,38,1,°L,True,1412,Any,Wheat Malt (DE)
1365,37,1,°L,True,1413,Any,Wheat Malt (DE)
1366,37,1,°L,True,1414,Weyermann®,CaraFoam (DE)
1367,34,135,°L,True,1415,Any,Crystal 135L (UK)
1368,35,17,°L,True,1416,Weyermann®,Cara Malt (UK)
1369,38,1,°L,True,1422,Weyermann®,Wheat (BE)
1370,38,5,°L,True,1423,Any,Soft Candi Sugar - Blond
1371,37,9,°L,True,1424,Any,Munich Dark (DE)
1372,32,140,°L,True,1425,Any,Belgian Candi Syrup - Extra Dark
1373,34,110,°L,True,1426,Any,Special B (BE)
1374,35,1,°L,True,1427,Great Western,Pilsen (UK)
1375,36,2,°L,False,1428,Castle,Rye Malt
1376,47,0,°L,True,1429,Any,Sucrose (Table Sugar)
1377,30,432,°L,True,1430,Weyermann®,Roasted Barley (US)
1378,37,7,°L,True,1431,Any,Munich Light (DE)
1379,37,6,°L,True,1432,Any,Vienna (DE)
1380,34,65,°L,True,1433,Any,Crystal 60L (UK)
1381,28,4,°L,True,1434,Any,Oat Malt (UK)
1382,33,207,°L,True,1435,Crisp,Pale Chocolate (UK)
1383,34,10,°L,True,1436,Gambrinus,Crystal 15L (CA)
1384,36,2,°L,True,1437,Thomas Fawcett & Sons,Torrified Wheat
1385,33,65,°L,True,1438,Any,Crystal Rye (UK)
1386,35,15,°L,True,1441,Castle,Cara Malt (UK)
1387,33,120,°L,True,1442,Dingemans,Caramel/Crystal 120L (US)
1388,37,1,°L,True,1446,Any,Rice Syrup Solids
1389,37,1,°L,True,1447,Boortmalt,Pilsner (BE)
1390,37,35,°L,True,1448,Weyermann®,Melanoidin (DE)
1391,34,50,°L,True,1449,Simpson's,Crystal 50L (UK)
1392,34,40,°L,True,1450,Any,CaraMunich I (DE)
1393,33,35,°L,True,1451,Any,Pale 2-Row - Toasted (US)
1394,31,35,°L,True,1452,Any,Maple Syrup
1395,33,350,°L,True,1453,Any,Pale Chocolate (UK)
1396,33,80,°L,True,1454,Any,Crystal Rye (UK)
1397,33,100,°L,True,1455,Any,CaraBohemian (DE)
1398,35,25,°L,True,1456,Any,Biscuit (BE)
1399,37,1,°L,True,1457,Any,Golden Promise (UK)
1400,34,22,°L,True,1458,Any,CaraHell (DE)
1401,30,300,°L,True,1459,Any,Roasted Barley (BE)
1402,33,83,°L,True,1460,Any,CaraBohemian (DE)
1403,29,500,°L,True,1461,Any,Roasted Barley (UK)
1404,35,19,°L,True,1462,Any,Biscuit (BE)
1405,37,2,°L,True,1463,Any,Red Wheat (US)
1406,36,1,°L,True,1464,Any,Pale 2-Row (US)
1407,34,56,°L,True,1465,Any,Special B (BE)
1408,34,75,°L,True,1466,Any,Caramel/Crystal 80L (US)
1409,30,338,°L,True,1467,Any,Chocolate (US)
1410,34,113,°L,True,1468,Any,Caramel/Crystal 120L (US)
1411,33,5,°L,True,1469,Any,Flaked Oats
1412,32,5,°L,True,1470,Any,Flaked Barley
1413,33,150,°L,True,1471,Any,Roasted Barley (US)
1414,37,6,°L,True,1472,Simpson's,Golden Naked Oats (UK)
1415,38,3,°L,True,1473,Briess,Rye (US)
1416,38,3,°L,True,1474,Rahr,Red Wheat (US)
1417,33,115,°L,True,1475,Thomas Fawcett & Sons,Crystal Rye (UK)
1418,37,2,°L,True,1476,Thomas Fawcett & Sons,Oat Malt (UK)
1419,36,1,°L,True,1477,Any,Flaked Rye
1420,32,245,°L,True,1478,Any,Chocolate Rye (DE)
1421,32,25,°L,True,1479,Any,Amber (UK)
1422,34,109,°L,True,1480,Any,Special B (BE)
1423,36,1,°L,True,1481,Any,Pale Wheat (DE)
1424,34,60,°L,True,1482,Any,Caramel/Crystal 40L (US)
1425,34,25,°L,True,1483,Any,Victory (US)
1426,35,15,°L,True,1484,Any,Cara Malt (UK)
1427,37,2,°L,True,1485,Any,Pale Ale (DE)
1428,37,6,°L,True,1486,Any,Dark Wheat (DE)
1429,37,3,°L,True,1487,Weyermann®,Pale Ale (US)
1430,34,1,°L,True,1488,Weyermann®,Carapils (Dextrine Malt) (US)
1431,37,8,°L,True,1489,Weyermann®,Munich Dark (DE)
1432,34,150,°L,True,1490,Any,CaraAroma (DE)
1433,33,8,°L,True,1493,Any,Munich - Light 10L (US)
1434,33,60,°L,True,1494,Any,Caramel/Crystal 120L (US)
1435,28,250,°L,True,1495,Any,Black Malt (UK)
1436,34,75,°L,True,1496,Any,Caramel/Crystal 60L (US)
1437,32,47,°L,True,1497,Any,Amber (UK)
1438,34,10,°L,True,1498,Any,CaraHell (DE)
1439,46,30,°L,True,1499,Any,Invert Sugar
1440,33,88,°L,True,1500,Any,Caramel Pils (DE)
1441,34,21,°L,True,1501,Any,Victory (US)
1442,33,103,°L,True,1502,Any,Crystal 90L (UK)
1443,29,400,°L,True,1503,Any,Chocolate (US)
1444,29,525,°L,True,1504,Any,Roasted Barley (UK)
1445,33,60,°L,True,1505,Any,Dark Crystal 80L (UK)
1446,37,1,°L,True,1507,Weyermann®,2-Row (US)
1447,33,700,°L,True,1508,Any,Roasted Barley (US)
1448,32,30,°L,True,1509,Crisp,Amber (UK)
1449,34,30,°L,True,1510,Briess,Caramel Pils (DE)
1450,37,1,°L,True,1511,Great Western,Pilsner (US)
1451,33,450,°L,True,1512,Any,Roasted Barley (US)
1452,36,1,°L,True,1513,Weyermann®,Pilsen (UK)
1453,30,340,°L,True,1515,Castle,Chocolate (BE)
1454,38,1,°L,True,1516,Rahr,Wheat (US)
1455,32,180,°L,True,1517,Thomas Fawcett & Sons,Pale Chocolate (UK)
1456,37,8,°L,True,1518,Any,Munich (DE)
1457,42,1,°L,True,1519,Any,Honey 
1458,32,60,°L,True,1520,Any,Brown Malt (UK)
1459,35,12,°L,True,1521,Any,Vienna (UK)
1460,28,3,°L,True,1522,Any,Oat Malt (UK)
1461,32,60,°L,True,1523,Any,Amber (UK)
1462,33,64,°L,True,1524,Any,Crystal 140L (UK)
1463,33,225,°L,True,1525,Any,Pale Chocolate (UK)
1464,40,3,°L,True,1526,Rahr,White Wheat  (US)
1465,36,19,°L,True,1527,Castle,Aromatic (BE)
1466,37,3,°L,True,1529,Any,Wheat Malt (DE)
1467,34,35,°L,True,1530,Any,Crystal 30L (UK)
1468,30,535,°L,True,1531,Any,Carafa III (DE)
1469,30,550,°L,True,1532,Any,Roasted Barley (UK)
1470,37,3,°L,True,1534,Rahr,Pale Ale (US)
1471,34,35,°L,True,1535,Any,CaraMunich I (DE)
1472,33,10,°L,True,1408,Simpson's,Golden Naked Oats (UK)
1473,33,17,°L,True,1536,Weyermann®,Abbey Malt  (BE)
1474,38,2,°L,True,1537,Any,White Wheat  (US)
1475,27,431,°L,True,1538,Muntons,Black Patent (UK)
1476,33,180,°L,True,1539,Any,Pale Chocolate (UK)
1477,33,1,°L,True,1540,Briess,Carapils (DE)
1478,34,50,°L,True,1409,Bairds,Crystal 50L (UK)
1479,29,515,°L,True,1541,Muntons,Roasted Barley (UK)
1480,34,435,°L,True,1542,Muntons,Chocolate (UK)
1481,38,3,°L,True,1543,Dingemans,Pale Ale (BE)
1482,33,10,°L,True,1544,Bairds,Golden Naked Oats (UK)
1483,36,3,°L,False,1545,Any,Pilsner Malt
1484,33,101,°L,False,1546,Weyermann®,Crystal Malt
1485,31,337,°L,True,1547,Weyermann®,Chocolate (UK)
1486,30,550,°L,True,1548,Weyermann®,Black Malt (UK)
1487,0,0,°L,False,1549,Briess,Rice Hulls
1488,35,20,°L,False,491,Any,Aromatic Malt (UK)
1489,34,22,°L,True,1550,Dingemans,Cara 20L (BE)
1490,37,1,°L,False,1551,Rahr,2-Row (US)
1491,38,0,°L,False,1552,Any,Belgian Candi Sugar - Clear/Blond
1492,37,2,°L,False,1553,Castle,Château Vienna 2-Row
1493,36,32,°L,False,1554,Any,Jaggery
1494,34,2,°L,False,1555,Any,Canadian 2-Row Malt
1495,33,116,°L,False,1556,Simpson's,Rye Crystal
1496,35,10,°L,True,1557,Muntons,Munich - Light 10L (US)
1497,34,42,°L,True,1558,Dingemans,Cara 45L (BE)
1498,40,4,°L,False,1559,Rahr,White Wheat  (US)
1499,44,1,°L,False,1560,Briess,White Sorghum Syrup
1500,34,57,°L,False,1561,Boortmalt,Dark Crystal Malt
1501,39,2,°L,False,1562,Castle,Château Wheat Blanc
1502,37,2,°L,False,1563,Any,Pilsner Malt
1503,34,2,°L,False,1564,Any,Light Wheat
1504,33,80,°L,False,1565,Any,Dark Crystal 80L (UK)
1505,36,4,°L,False,1566,Any,Pale Ale Malt
1506,40,20,°L,True,1567,Any,Belgian Candi Syrup - Amber
1507,37,3,°L,False,1568,Simpson's,Golden Promise (UK)
1508,34,10,°L,True,1569,Rahr,Caramel/Crystal 10L (US)
1509,34,60,°L,False,1570,Briess,Caramel/Crystal 60L (US)
1510,34,5,°L,False,1571,Any,"Sugar, Light Muscovado"
1511,34,45,°L,False,1572,Castle,Château Cara Gold®
1512,35,1,°L,False,1573,Any,Honey Malt
1513,33,120,°L,False,1574,Briess,Caramel/Crystal 120L (US)
1514,33,300,°L,False,1575,Briess,Roasted Barley (US)
1515,32,40,°L,False,1576,Any,Belgian Candi Syrup - Amber
1516,36,150,°L,False,1577,Any,Coffee Malt (UK)
1517,37,6,°L,False,1578,Weyermann®,Munich
1518,34,24,°L,False,1579,Briess,CaraVienne (BE)
1519,37,3,°L,False,1580,Muntons,Munton's Pale Maris Otter
1520,32,2,°L,True,1581,Great Western,Flaked Barley
1521,31,150,°L,False,1582,Bairds,Brown Malt
1522,35,15,°L,False,1583,Any,Global Malt Dark Munich
1523,29,150,°L,False,1584,Any,Coffee Malt
1524,33,42,°L,False,1585,Thomas Fawcett & Sons,Amber Malt (Thomas Faucett)
1525,34,508,°L,False,1586,Thomas Fawcett & Sons,Chocolate Malt ()
1526,37,1,°L,False,1587,Any,Wheat flour
1527,34,2,°L,False,1588,Briess,Flaked Wheat
1528,34,2,°L,False,1589,Any,Durst Pilsner
1529,38,1,°L,False,1590,Weyermann®,Pilsner (DE)
1530,37,6,°L,False,1591,Simpson's,Munich Light (DE)
1531,37,4,°L,False,1592,Simpson's,Vienna (DE)
1532,39,2,°L,False,1593,Any,"Wheat Malt, Ger"
1533,37,3,°L,False,1594,Briess,Vienna Malt
1534,35,1,°L,True,1595,Any,Flaked Wheat
1535,33,250,°L,False,1596,Any,Pale Chocolate (UK)
1536,34,55,°L,False,1597,Any,CaraBrown (US)
1537,38,2,°L,False,1598,Any,Peated Malt (UK)
1538,34,4,°L,False,1599,Any,Franco Belges Special Aromatic Malt
1539,36,1,°L,False,1600,Any,Pale 2-Row
1540,38,1,°L,False,1601,Any,Wheat
1541,38,3,°L,False,1602,Thomas Fawcett & Sons,Maris Otter Pale (UK)
1542,34,40,°L,True,1603,Briess,Crystal 40L (CA)
1543,33,300,°L,True,1604,Dingemans,Roasted Barley (US)
1544,38,7,°L,True,1605,Any,Pale Ale (BE)
1545,37,7,°L,True,1606,Any,Vienna (DE)
1546,37,3,°L,True,1607,Any,Wheat (UK)
1547,34,150,°L,True,1608,Any,Melanoidin (DE)
1548,37,8,°L,True,1609,Any,Honey 
1549,35,1,°L,True,1008,Rahr,6-Row (US)
1550,36,150,°L,True,1610,Simpson's,Coffee Malt (UK)
1551,35,10,°L,True,1611,Briess,Caramel/Crystal 10L (US)
1552,28,500,°L,True,1612,Crisp,Black Malt (UK)
1553,36,115,°L,True,1613,Any,Coffee Malt (UK)
1554,32,27,°L,True,1614,Simpson's,Amber (UK)
1555,34,114,°L,True,1615,Any,Special B (BE)
1556,28,488,°L,True,1616,Any,Black Malt (UK)
1557,34,60,°L,True,1617,Any,Victory (US)
1558,29,325,°L,True,1618,Any,Chocolate (US)
1559,33,10,°L,True,1619,Any,Pale 2-Row - Toasted (US)
1560,37,2,°L,True,1620,Any,Pilsner (US)
1561,38,3,°L,True,1621,Any,Wheat (US)
1562,38,6,°L,True,1622,Any,Pale 2-Row (UK)
1563,35,5,°L,True,1623,Any,Vienna (US)
1564,40,3,°L,True,1624,Any,White Wheat  (US)
1565,38,2,°L,True,1625,Any,Lager (UK)
1566,37,15,°L,True,1626,Any,Wheat Malt (DE)
1567,34,39,°L,True,1627,Weyermann®,CaraMunich I (DE)
1568,37,2,°L,True,1628,Briess,2-Row (US)
1569,34,5,°L,True,1629,Any,Cara Gold (BE)
1570,36,13,°L,True,1630,Any,Dark Munich (DE)
1571,33,40,°L,True,1631,Briess,Special Roast (US)
1572,34,338,°L,True,1632,Muntons,Chocolate (UK)
1573,29,500,°L,True,1633,Muntons,Roasted Barley (UK)
1574,34,350,°L,True,1634,Muntons,Chocolate (UK)
1575,29,300,°L,True,1635,Muntons,Roasted Barley (UK)
1576,34,100,°L,True,1636,Any,Special B (BE)
1577,36,3,°L,True,1638,Rahr,Pale Ale (US)
1578,36,5,°L,True,1639,Thomas Fawcett & Sons,Ashbourne Mild (US)
1579,35,3,°L,True,1640,Any,6-Row (US)
1580,33,56,°L,True,1641,Any,CaraMunich (BE)
1581,33,200,°L,True,1642,Any,Pale Chocolate (UK)
1582,37,9,°L,True,1644,Weyermann®,Munich (DE)
1583,32,27,°L,True,1645,Crisp,Amber (UK)
1584,37,3,°L,True,1646,Simpson's,Golden Promise (UK)
1585,34,120,°L,True,1647,Any,Extra Dark Crystal 120L (UK)
1586,35,205,°L,True,1648,Any,Pale Chocolate (UK)
1587,40,6,°L,True,1649,Any,White Wheat  (US)
1588,38,1,°L,True,1650,Great Western,Wheat (US)
1589,38,2,°L,True,1651,Briess,Red Wheat (US)
1590,29,450,°L,True,1652,GlobalMalt,Chocolate (US)
1591,33,20,°L,True,1654,Castle,Abbey Malt  (BE)
1592,38,3,°L,True,1655,Weyermann®,Rye (DE)
1593,34,20,°L,True,1643,Weyermann®,CaraRed (DE)
1594,38,2,°L,True,1656,Any,Wheat (US)
1595,38,2,°L,True,1657,Muntons,Pale 2-Row (UK)
1596,37,40,°L,True,1658,Weyermann®,Melanoidin (DE)
1597,34,28,°L,True,1659,Weyermann®,CaraRed (DE)
1598,35,13,°L,True,1660,Muntons,Cara Malt (UK)
1599,34,20,°L,True,1661,Briess,Caramel Vienne 20L
1600,33,300,°L,True,1662,Crisp,Roasted Barley (US)
1601,37,20,°L,True,1664,Any,Honey Malt (CA)
1602,35,6,°L,True,1665,Any,Munich (BE)
1603,30,418,°L,True,1666,Any,De-Husked Caraf II (DE)
1604,33,160,°L,True,1667,Muntons,Extra Dark Crystal 160L (UK)
1605,37,9,°L,True,1668,Any,Munich (UK)
1606,37,4,°L,True,1669,Any,Mild (UK)
1607,37,35,°L,True,1670,Any,Melanoidin (DE)
1608,27,500,°L,True,1671,Briess,Black Patent (UK)
1609,32,38,°L,True,1672,Any,Crystal 50L (UK)
1610,28,500,°L,True,1673,Thomas Fawcett & Sons,Black Malt (US)
1611,38,3,°L,True,1674,Great Western,Rye (US)
1612,37,3,°L,True,1675,Any,Kölsch (DE)
1613,34,55,°L,True,1676,Any,Caramel/Crystal 40L (US)
1614,36,1,°L,True,1677,Any,2-Row (US)
1615,34,60,°L,True,1678,Briess,Caramel Munich 60L (US)
1616,37,3,°L,True,1679,Any,Rye (DE)
1617,37,2,°L,True,1680,Any,Pale Wheat (DE)
1618,30,550,°L,True,1681,Any,Midnight Wheat Malt (US)
1619,37,9,°L,True,1682,Weyermann®,Dark Munich (DE)
1620,34,45,°L,True,1683,Dingemans,CaraMunich II (DE)
1621,34,147,°L,True,1684,Any,Special B (BE)
1622,38,3,°L,True,1685,Great Western,Floor-Malted Bohemian Wheat (DE)
1623,33,5,°L,True,1686,Any,Munich - 60L (US)
1624,38,2,°L,True,1687,Briess,Wheat (US)
1625,36,10,°L,True,1688,Briess,Bonlander Munich (US)
1626,29,340,°L,True,1689,Dingemans,Dark Chocolate (US)
1627,33,300,°L,True,1690,Muntons,Roasted Barley (US)
1628,38,7,°L,True,1691,Any,Munich (BE)
1629,30,6,°L,True,1692,Any,Munich - Light 10L (US)
1630,32,180,°L,True,1693,Any,Belgian Candi Syrup - D2
1631,36,2,°L,True,1694,Any,2-Row (US)
1632,26,350,°L,True,1695,Any,Chocolate (US)
1633,36,12,°L,True,1696,Any,Dark Munich (DE)
1634,24,300,°L,True,1697,Any,Roasted Barley (US)
1635,24,525,°L,True,1698,Any,Black Patent (UK)
1636,37,3,°L,True,1699,Any,Pale Malt (US)
1637,30,550,°L,True,1701,Crisp,Black Malt (UK)
1638,33,300,°L,True,1702,Weyermann®,Roasted Barley (US)
1639,34,45,°L,True,1704,Weyermann®,CaraMunich II (DE)
1640,37,25,°L,True,1705,Any,Smoked Malt (US)
1641,35,34,°L,True,1706,Bairds,Carastan 30L (UK)
1642,32,563,°L,True,1707,Any,De-Husked Caraf III (DE)
1643,35,2,°L,True,1708,Briess,6-Row (US)
1644,40,1,°L,True,1709,Any,Flaked Corn
1645,37,1,°L,True,1710,GlobalMalt,Pilsner (DE)
1646,38,2,°L,True,1711,Bairds,Peated Malt (UK)
1647,32,65,°L,True,1712,Thomas Fawcett & Sons,Brown Malt (UK)
1648,37,6,°L,True,1713,Bairds,Munich (UK)
1649,34,11,°L,True,1714,Weyermann®,CaraHell (DE)
1650,36,2,°L,True,1715,Any,Wheat Malt (DE)
1651,32,20,°L,True,1716,Any,Munich - Dark 20L (US)
1652,28,350,°L,True,1717,Any,Chocolate (US)
1653,34,77,°L,True,1718,Crisp,Crystal 70L (UK)
1654,35,16,°L,True,1719,Briess,Cara Malt (UK)
1655,37,7,°L,True,1720,Castle,Munich Light (DE)
1656,38,3,°L,True,1721,Castle,Maris Otter Pale (UK)
1657,35,19,°L,True,1722,Castle,Cara Malt (UK)
1658,37,10,°L,True,1723,Castle,Munich (DE)
1659,34,114,°L,True,1724,Castle,Special B (BE)
1660,34,57,°L,True,1725,Castle,CaraMunich III (DE)
1661,35,7,°L,True,1726,Any,Munich (BE)
1662,33,10,°L,True,1727,Any,CaraMunich (BE)
1663,37,9,°L,True,1728,Gambrinus,Munich (DE)
1664,36,500,°L,True,1729,Briess,Blackprinz (US)
1665,38,3,°L,True,1730,Simpson's,Maris Otter Pale (UK)
1666,38,2,°L,True,1731,Crisp,Pale 2-Row (UK)
1667,34,66,°L,True,1732,Any,Crystal 60L (UK)
1668,33,145,°L,True,1733,Any,Extra Dark Crystal 120L (UK)
1669,36,11,°L,True,1734,Any,Dark Munich (DE)
1670,32,90,°L,True,1028,Any,Belgian Candi Syrup - Dark
1671,40,4,°L,True,1735,Great Western,White Wheat  (US)
1672,32,20,°L,True,1736,Briess,Munich - Dark 20L (US)
1673,35,3,°L,True,1737,Great Western,Vienna (US)
1674,28,350,°L,True,1738,Briess,Chocolate (US)
1675,38,1,°L,True,1739,Any,Maris Otter Pale (UK)
1676,37,1,°L,True,1740,Castle,Pilsner (US)
1677,37,4,°L,True,1741,Briess,Vienna (DE)
1678,33,50,°L,True,1742,Dingemans,CaraMunich (BE)
1679,29,350,°L,True,1743,Simpson's,Chocolate (US)
1680,34,375,°L,True,1744,Any,Chocolate (UK)
1681,34,57,°L,True,1745,Any,Crystal 60L (UK)
1682,38,1,°L,True,1746,Weyermann®,Maris Otter Pale (UK)
1683,27,380,°L,True,1747,Any,Black Barley (US)
1684,28,2,°L,True,1748,Castle,Oat Malt (UK)
1685,34,75,°L,True,1749,Any,Caramel Wheat (DE)
1686,38,4,°L,True,1750,Crisp,Maris Otter Pale (UK)
1687,35,3,°L,True,1751,Any,Vienna (US)
1688,30,10,°L,True,1752,Any,Maple Syrup
1689,32,180,°L,True,1753,Any,Belgian Candi Syrup - Extra Dark
1690,36,1,°L,True,1754,Gambrinus,Pale 2-Row (CA)
1691,33,350,°L,True,1755,Any,Roasted Barley (US)
1692,34,400,°L,True,1756,Any,Chocolate (UK)
1693,37,2,°L,True,1757,Simpson's,Wheat (UK)
1694,35,1,°L,True,1758,Any,Pale 2-Row (CA)
1695,38,2,°L,True,1759,Any,Pale Wheat (CA)
1696,37,2,°L,True,1760,Any,Mild (UK)
1697,35,20,°L,True,1761,Dingemans,Aromatic Malt (US)
1698,37,3,°L,True,1762,Muntons,Mild (UK)
1699,35,19,°L,True,1763,Dingemans,Biscuit (BE)
1700,34,12,°L,True,1764,Any,CaraRed (DE)
1701,37,11,°L,True,1765,Any,Munich Dark (DE)
1702,34,120,°L,True,1766,Any,Special B (BE)
1703,33,2,°L,True,1152,Briess,Flaked Oats
1704,32,525,°L,True,1767,Any,De-Husked Caraf III (DE)
1705,37,23,°L,True,1768,Any,Melanoidin (DE)
1706,37,1,°L,True,1770,Any,Floor-Malted Bohemian Pilsner (DE)
1707,28,500,°L,True,1771,Castle,Black Malt (UK)
1708,38,1,°L,True,1772,Dingemans,Bohemian Pilsner (DE)
1709,34,5,°L,True,1773,Any,Munich Light (CA)
