,x_tsne,y_tsne
342,-51.393787,-29.795488
343,63.719585,-28.935654
344,17.629284,140.77654
345,-7.590476,170.4233
346,101.940544,-2.9798803
347,-9.95443,5.926697
348,29.335949,-25.753733
349,-26.725359,-129.41469
350,-40.983986,-165.92017
351,-81.3356,56.37458
352,12.229555,117.85165
353,-156.81387,17.178333
354,99.96144,-14.757848
355,-53.68923,-29.358444
356,103.94173,103.98917
357,-4.697595,-63.085545
358,12.707953,-37.52834
359,-105.93957,-60.13596
360,-9.952957,-155.84401
361,110.39786,-73.381714
362,-10.204004,-34.4354
363,-21.248205,-24.876654
364,-22.623652,75.01923
365,-7.3406224,14.083144
366,98.11603,-106.30733
367,-64.08705,-67.13307
368,24.26718,-34.35913
369,59.957153,-103.04623
370,-158.56035,-56.720367
371,90.51999,-84.873375
372,-14.341833,-111.24713
373,-9.659117,4.7790575
374,26.269741,5.9076557
375,16.375376,-18.489277
376,-8.6867,-116.914474
377,-128.72252,96.43661
378,4.884346,-88.18131
379,111.444756,-56.33121
380,77.78168,-79.36905
381,-21.544802,138.18741
382,49.264347,-116.575615
383,87.01562,5.8526497
384,-22.12987,-159.59473
385,-87.70169,-31.329382
386,97.42564,-19.055363
387,105.98218,-12.742132
388,-150.37364,3.4965014
389,-100.85236,-13.047046
390,54.43221,45.528122
391,17.586498,100.51548
392,-32.81238,-146.41768
393,-5.4324927,-113.582634
394,-18.573996,-159.44873
395,125.48298,47.422558
396,130.94182,-16.067112
397,93.195,-12.412757
398,39.161556,94.14717
399,21.402939,108.11074
400,11.67878,-80.70453
401,-59.64261,-62.035934
402,31.664938,-28.740551
403,67.050835,6.0296197
404,45.24928,-0.823415
405,-5.613187,-45.1825
406,-73.69981,10.656763
407,37.62534,-134.56938
408,29.783283,2.8631258
409,-53.052517,-66.45338
410,22.257872,1.6708654
411,-50.898552,-86.83038
412,-16.28383,-47.281887
413,-111.73958,-53.912235
414,86.30235,122.841
415,-166.90984,-37.8733
416,58.796936,-15.855932
417,45.52046,-30.708378
418,-0.08251932,20.342968
419,-43.114742,12.796605
420,87.40671,-11.4983015
421,55.76854,-121.0281
422,-42.75156,121.29399
423,95.67227,-3.3335176
424,30.975716,-23.260849
425,-8.011805,169.93062
426,11.270437,-37.194725
427,91.82904,50.565205
428,107.48089,-98.42523
429,-85.28431,-75.18096
430,41.987263,36.46046
431,-159.45668,29.548697
432,-51.39448,-30.007212
433,114.112366,66.400986
434,-53.405617,-4.5780826
435,-120.044075,68.77492
436,-7.6812525,6.9127727
437,-14.778727,147.95012
438,-72.09304,77.64276
439,-129.69075,18.95307
440,22.316267,-28.977089
441,41.58206,-40.025368
442,25.196278,102.36933
443,-14.187773,144.38007
444,86.40921,18.433504
445,56.73801,-117.08206
446,-1.324743,-37.226364
447,34.762676,-25.60617
448,109.64552,-10.316351
449,64.13722,59.16385
450,34.600124,-33.97412
451,-160.84476,-9.766211
452,-112.539604,-50.08288
453,38.175995,42.014557
454,95.42214,33.749252
455,1.9620126,-38.389156
456,130.62006,74.42587
457,-0.13040188,6.863426
458,-30.280317,-104.04626
459,-11.982692,18.179945
460,-35.645157,25.778606
461,-35.40655,131.5024
462,112.93775,78.071144
463,71.62118,-117.75814
464,-10.9759655,5.962335
465,-71.72222,77.91674
466,2.4936733,-137.10922
467,-24.537792,24.345812
468,-69.16484,55.59966
469,64.10784,64.22005
470,-12.73653,-97.87603
471,-147.35637,4.5009704
472,-17.039839,29.194786
473,-43.543373,-31.234894
474,76.358475,-92.5695
475,-86.63228,-87.06754
476,58.63551,32.46142
477,-64.40405,8.313108
478,112.88861,-2.8007436
479,65.51759,93.125175
480,67.06474,62.90975
481,91.857445,-102.127815
482,-38.041763,62.986515
483,95.65983,-110.35358
484,15.878685,118.9885
485,106.481865,-19.30395
486,-21.043877,-152.48848
487,132.44292,-53.457222
488,-129.56381,94.877304
489,91.143776,97.334206
490,28.87665,-72.43387
491,-48.661396,-81.08287
492,-84.448456,9.749633
493,22.576515,5.080543
494,26.835613,35.557713
495,-2.9042196,159.3723
496,-23.29076,-25.671911
497,20.750858,-21.262575
498,-44.39352,-125.933266
499,19.387964,115.23986
500,30.280333,-18.00814
501,89.59222,-83.52903
502,-58.88473,14.404443
503,-39.14085,19.407124
504,90.61275,-81.06396
505,-158.63977,-58.358913
506,-0.2216138,31.619658
507,-3.2771542,-152.14291
508,62.761402,68.56971
509,-73.54532,91.81026
510,-6.5083914,-149.04474
511,32.723106,-116.30016
512,26.89878,-20.918314
513,6.67185,34.460896
514,15.396526,-91.39363
515,103.64309,-40.311775
516,-79.00236,74.57561
517,1.6766869,17.357777
518,-16.094757,-150.26817
519,-41.10055,-12.8561535
520,107.65959,84.97347
521,54.552933,-13.308096
522,-32.50383,-145.9873
523,-27.717558,106.44449
524,41.154602,-133.92946
525,-143.12967,-12.329349
526,3.1473255,-55.321968
527,48.223484,-6.0478406
528,77.237076,94.52854
529,-141.91277,-19.12533
530,104.39302,-17.390173
531,-117.44109,91.72963
532,69.019585,-94.33814
533,37.81843,-23.549528
534,-97.10975,-20.891136
535,26.337688,110.190956
536,120.996765,61.41605
537,-26.887375,74.38376
538,33.775665,-45.820137
539,2.9186401,6.0200033
540,-20.240662,14.2406435
541,-32.324894,-143.08438
542,-30.07086,-133.6653
543,-76.16751,69.28456
544,19.27128,125.94688
545,16.133,35.761497
546,-65.0881,49.496433
547,-14.502541,-158.9604
548,62.71133,-26.422237
549,-83.81163,-86.369865
550,52.98156,-29.057934
551,34.75329,-125.69776
552,-123.77204,98.18906
553,-128.20523,98.24903
554,-41.351967,-86.20108
555,-4.864845,-156.94937
556,-142.8462,-22.994184
557,-14.319634,157.7264
558,-41.348854,-15.914294
559,105.14316,-30.908838
560,88.80227,-100.64269
561,20.341171,16.949028
562,-93.49266,88.3435
563,43.72574,-118.28234
564,51.300404,-2.4115136
565,-11.860714,150.09834
566,-77.10149,-31.22237
567,112.20262,39.435764
568,-19.38353,35.14722
569,-120.83429,68.85238
570,-14.013318,35.672665
571,66.99829,5.537204
572,-33.15882,-123.41311
573,-79.833694,53.029144
574,-24.0173,166.29037
575,38.411297,43.324333
576,37.09914,119.377754
577,130.6566,-50.219845
578,-82.35949,-91.98126
579,98.09253,100.154144
580,-14.0893545,11.270679
581,31.422094,102.33001
582,34.98936,-127.212654
583,-94.90354,6.3870125
584,-13.255938,132.87404
585,-17.135654,-110.00573
586,18.224033,118.36801
587,103.997505,0.27116767
588,-89.446266,49.035645
589,-80.46296,-90.03926
590,40.292046,25.78274
591,19.623446,8.659123
592,-118.41193,71.91914
593,30.642933,113.20393
594,-4.226927,-83.44208
595,6.743409,81.408485
596,-92.44839,10.78791
597,-19.577581,81.12665
598,-10.288743,-63.20191
599,-42.950516,-83.6037
600,4.6681314,-151.32332
601,-7.7216744,124.00435
602,-41.572178,68.64097
603,-168.4674,-22.669197
604,55.608047,48.919556
605,-39.81376,-163.8978
606,60.355747,-102.709
607,34.37688,119.03439
608,14.156695,-17.47273
609,132.22458,77.27755
610,-25.349941,136.1486
611,88.63006,-22.153631
612,-39.456047,-84.36007
613,64.1283,-120.26367
614,119.80863,-31.157228
615,86.63302,6.3455486
616,-18.72155,8.895872
617,56.47698,47.934822
618,-85.57047,-69.908264
619,133.47174,-10.743222
620,66.29918,3.906384
621,10.403166,150.37508
622,-13.287277,162.63309
623,-29.515173,-133.26964
624,41.96316,81.13115
625,32.68614,92.02165
626,14.679722,-117.210785
627,-0.44425547,159.1033
628,75.66622,-0.18592608
629,10.043151,37.551586
630,-13.77862,91.23535
631,-18.750418,-154.43326
632,42.80435,-119.37227
633,-37.21912,-163.30185
634,-39.47378,63.391254
635,-4.3949385,-39.447533
636,-19.73136,-159.76169
637,28.0925,3.1804953
638,-85.48688,105.84494
639,-103.39729,-13.041266
640,34.36964,-132.10669
641,41.820637,41.66763
642,-46.148045,125.702034
643,61.364624,-98.38606
644,-81.21383,52.969585
645,68.72955,9.166822
646,37.768124,4.216524
647,53.996723,-24.686876
648,-44.948624,112.34061
649,27.449295,-43.621826
650,-101.07812,-51.488014
651,79.470276,-94.61946
652,106.45305,-40.384216
653,15.512784,4.12713
654,-41.814747,120.2524
655,84.231636,-5.807727
656,91.144714,-16.023912
657,60.332264,67.00672
658,24.255098,-149.96236
659,-15.901947,30.43661
660,-72.447945,-54.574226
661,56.67429,-5.0575533
662,41.466297,-120.15806
663,-81.277885,-88.05646
664,-38.113197,121.906975
665,23.11582,-28.782988
666,-127.8907,97.70929
667,122.92711,-47.488003
668,-115.485504,94.084785
669,58.430737,-118.951
670,74.260124,-84.007164
671,127.730736,-62.930492
672,73.92971,19.121883
673,18.28874,116.55992
674,64.22376,-105.512
675,19.562887,-135.24536
676,49.13774,33.62144
677,26.893148,-20.992317
678,-32.493046,-120.0798
679,86.80082,-24.050556
680,-128.0884,16.893623
681,-163.95244,-55.778175
682,-32.579796,130.2221
683,90.022964,-84.916794
684,6.094653,-153.07504
685,-43.30929,-161.91153
686,-77.21485,54.772064
687,-70.423035,-18.10881
688,20.274513,-136.54419
689,61.66518,-98.76471
690,-93.564064,-20.846113
691,104.152275,-29.769043
692,69.89217,17.890646
693,-47.6692,-166.93692
694,-16.383913,-150.28673
695,-61.59727,7.784103
696,124.49348,-63.24143
697,42.91677,-23.34842
698,101.28561,98.78225
699,120.91596,-35.450695
700,70.50482,100.21482
701,35.551548,-26.850822
702,28.506014,119.63917
703,126.40959,-40.533497
704,-20.417301,-19.447803
705,-35.339813,-148.97978
706,-90.6762,45.979546
707,55.413532,106.356346
708,27.343632,-134.84285
709,25.318056,113.631775
710,39.19658,53.574154
711,35.14479,20.512333
712,50.737816,-134.24852
713,76.72361,-2.9769511
714,7.72638,133.3333
715,23.615414,-26.776318
716,49.32238,-134.94899
717,90.66595,50.067024
718,-58.683548,69.72248
719,-118.321304,-40.045837
720,28.274084,-35.231186
721,48.22435,-37.011158
722,-31.115051,-8.145419
723,84.12191,-73.68289
724,45.023075,33.283546
725,88.140686,112.66104
726,-86.85806,-84.07409
727,88.20519,-1.7952409
728,14.89994,-27.557913
729,28.194683,-128.52065
730,70.185684,-0.94677323
731,-1.4803252,59.507812
732,-40.715958,73.302666
733,-50.707165,35.46435
734,-7.5140133,-115.69035
735,-7.0714054,171.16185
736,-49.66928,-74.36142
737,-57.443924,65.525925
738,121.05619,-8.225829
739,16.421137,-143.4696
740,15.822741,78.174965
741,-29.911432,-102.19635
742,-64.933395,-36.880608
743,-65.12012,39.3783
744,130.48305,-28.735474
745,-92.30626,-89.82728
746,-37.95407,-13.618259
747,76.227104,26.925709
748,-65.657906,35.748615
749,-43.285915,-123.59556
750,-163.9379,20.012999
751,-43.72623,-165.95465
752,13.853859,4.9170465
753,39.327034,-127.437355
754,26.52344,-140.99565
755,-62.432327,-20.100115
756,70.2996,-54.58267
757,-6.4843073,-51.064404
758,39.531185,-31.27542
759,-53.208363,-169.57092
760,10.523656,-145.3389
761,8.643959,-11.673894
762,83.90736,106.07457
763,50.314083,-67.62535
764,-80.69132,77.27167
765,8.141132,-92.346695
766,97.08378,-51.659054
767,-39.47735,-130.68571
768,4.2965126,24.025312
769,42.752926,-128.26076
770,0.33229876,37.838432
771,26.675812,35.202263
772,67.73014,32.78469
773,26.153414,-142.44595
774,94.21303,-87.01403
775,-3.7425706,147.23026
776,27.697418,-35.697132
777,-98.25668,-62.63545
778,-112.27882,28.01634
779,10.839315,40.260696
780,120.65056,-64.9147
781,43.238,95.17621
782,95.644066,-1.082013
783,105.5619,-54.69211
784,90.78741,-18.588783
785,-80.91319,5.3013735
786,-24.096361,16.321323
787,-6.3936725,133.73824
788,-69.75943,17.174707
789,-86.247955,-18.73309
790,-27.759243,82.51118
791,15.953492,19.070602
792,-33.68109,71.08708
793,17.500767,101.03095
794,-24.379686,-129.3076
795,34.563953,-25.803143
796,-61.715954,-62.973507
797,22.447407,133.7434
798,44.2681,54.036762
799,61.420395,54.969204
800,-87.62953,-11.740621
801,-20.322346,25.653822
802,49.461292,-24.624287
803,59.480633,-116.14385
804,114.71343,-77.38813
805,-96.54917,-77.61187
806,-44.119095,-30.568146
807,16.331026,-30.770456
808,3.4282267,150.83725
809,112.4297,-2.4413927
810,-32.664017,106.723625
811,-89.49405,89.071144
812,20.377985,111.21195
813,-73.92108,86.99117
814,30.87597,114.91699
815,-38.209015,-96.077644
816,110.538,-8.140472
817,104.08475,102.982056
818,-8.363825,146.08809
819,14.484925,106.28217
820,75.70577,-94.55292
821,1.008654,156.27043
822,-22.448385,-104.37306
823,27.216331,-143.21095
824,115.65078,-34.869385
825,100.03106,-30.733528
826,-89.06877,87.470085
827,-32.017933,-162.67264
828,-22.96897,105.00418
829,-27.89392,20.872824
830,93.59323,-86.62751
831,93.99179,107.61505
832,-121.62975,23.026678
833,-73.14686,79.156784
834,79.361115,-80.51909
835,-18.059906,-161.51216
836,46.052338,54.383842
837,103.38179,-85.941315
838,-8.969111,-10.659129
839,-44.44862,-164.90929
840,126.23913,-38.217667
841,0.23176998,-123.13667
842,3.9238608,-87.52243
843,103.23686,-2.3993282
844,75.10153,-107.744255
845,54.443096,-13.497987
846,-106.21149,-44.915775
847,-28.814133,133.79016
848,128.1829,-54.98277
849,117.08355,-39.238407
850,-27.44744,136.52783
851,91.312546,-96.737114
852,-42.199333,-33.41734
853,-47.82854,-87.349884
854,46.665676,49.718197
855,-100.785065,39.765186
856,-58.99508,4.3859572
857,26.58176,114.428635
858,-25.717402,-58.581623
859,-118.10563,90.3981
860,101.94083,73.74447
861,-159.9873,15.638003
862,14.029196,140.15387
863,-13.792019,-159.01929
864,100.52869,-3.6286824
865,-93.33883,-82.858955
866,106.48819,-2.6660562
867,-73.23365,52.986702
868,20.230623,-17.97018
869,-73.23372,52.9867
870,20.230623,-17.97018
871,-41.68642,-33.447342
872,-126.47346,99.641396
873,-69.9237,-17.543884
874,-25.126066,101.387695
875,-73.59254,9.176575
876,-12.098106,156.74916
877,54.798283,21.706438
878,-34.645782,55.932335
879,51.628353,-79.89104
880,-68.11572,48.7297
881,60.203262,-77.874054
882,101.23778,-22.421625
883,30.06521,-73.97942
884,129.66385,-58.685184
885,-36.91927,10.785551
886,-24.512323,12.045697
887,53.658825,-73.14884
888,-36.97911,15.758806
889,61.68194,25.874338
890,-25.979956,108.1452
891,21.458273,111.29078
892,23.384148,-30.506422
893,76.76001,-88.82749
894,-84.698265,-86.88831
895,-77.64412,-92.18343
896,-7.358461,52.676964
897,-81.62456,1.440543
898,-15.109222,-114.66613
899,88.40539,125.21295
900,29.37639,-67.8602
901,-150.93114,7.2887015
902,-158.45955,-42.11128
903,-148.4193,-22.95435
904,-81.621666,35.57841
905,-88.607666,-79.83154
906,-0.4829944,138.80836
907,88.71651,-23.473633
908,-9.528991,13.458951
909,54.23532,-135.55591
910,76.7259,6.672163
911,-31.071877,120.274315
912,-1.0861117,-37.09393
913,-49.169228,-167.9251
914,32.084885,-128.88551
915,32.656937,31.006027
916,115.66741,50.82691
917,44.462296,-34.81201
918,114.89824,78.38377
919,-143.08376,36.088955
920,5.1412883,16.493929
921,-9.242803,-110.5808
922,-23.267782,-13.864097
923,31.265799,-41.777954
924,-23.983425,110.79649
925,96.96947,110.243
926,12.576356,136.92899
927,-25.12598,6.941069
928,55.28558,-22.64036
929,-29.382013,75.783714
930,59.291542,48.290855
931,-48.344463,-76.43616
932,50.185932,-26.328455
933,82.510345,140.01315
934,17.490517,-139.21135
935,-73.82335,-52.275215
936,-89.00866,45.704258
937,124.09086,84.866066
938,-57.83852,-41.18585
939,77.76408,99.785995
940,89.987206,-28.618372
941,-69.84488,95.4661
942,-113.4406,50.441994
943,-118.17224,99.68294
944,118.19118,61.008408
945,-5.234462,-125.29141
946,16.345016,128.63878
947,4.8827624,7.9623485
948,-87.16219,104.64109
949,-31.10085,-128.19893
950,-60.217754,-18.818304
951,40.33878,-90.34667
952,-53.861477,86.777054
953,74.21294,84.904755
954,-71.20313,-16.126785
955,64.96493,-60.72888
956,-81.55552,90.403656
957,130.51704,-27.688808
958,62.666855,67.02441
959,58.663857,-118.716095
960,120.27443,-33.44579
961,-31.414871,-159.83797
962,-3.5210836,-122.922935
963,116.36712,-80.57192
964,-87.41629,-29.452154
965,83.3001,-96.63602
966,-156.05653,-23.705542
967,40.898952,-42.929386
968,-29.83694,-136.62927
969,-17.727274,155.08688
970,-31.60147,-53.13711
971,63.038765,-116.62331
972,90.16761,-15.498639
973,7.806267,-2.9193325
974,123.51907,92.718056
975,-138.49637,-23.769041
976,73.28911,1.9926966
977,3.7858403,-21.456465
978,11.649033,-80.32976
979,54.90683,30.855043
980,10.624372,142.1507
981,-29.042196,-5.038242
982,122.451416,-29.549957
983,-45.702377,48.72314
984,-57.05046,-4.5691338
985,62.105034,25.793108
986,-159.87204,-59.61633
987,-119.06124,49.607346
988,114.48798,-82.56578
989,65.05744,64.37192
990,-102.56903,12.819792
991,-148.13899,6.9313226
992,-96.79824,99.46409
993,-37.436035,-14.186026
994,-90.50087,32.563656
995,65.732025,68.79326
996,-99.964836,-16.973602
997,93.45782,104.86234
998,19.529907,-123.49081
999,-81.56927,35.573624
1000,-79.33276,-9.222314
1001,-74.56561,4.4250007
1002,72.26504,-110.58747
1003,-74.22737,91.52085
1004,86.42647,103.88659
1005,-1.0352343,77.0458
1006,90.041504,-80.54012
1007,51.446495,-132.2004
1008,-37.58901,-89.951065
1009,-54.449066,6.510027
1010,-63.740337,23.800528
1011,75.237854,-105.60649
1012,20.140308,102.45087
1013,68.93872,-10.879068
1014,-7.7665997,59.00062
1015,25.692625,-147.00386
1016,-71.26505,-14.106619
1017,37.42959,-21.735504
1018,-27.621077,-142.11984
1019,29.732407,-72.99618
1020,-29.359882,17.183115
1021,-56.718964,19.632324
1022,-95.423134,-44.833477
1023,-33.968895,-147.47931
1024,-110.46609,-43.892086
1025,-1.0536903,-0.03585947
1026,-117.78317,56.647263
1027,99.54391,28.150692
1028,-35.747986,30.23307
1029,-12.603132,159.78235
1030,-40.76704,101.860435
1031,-81.3567,99.73651
1032,23.6677,-23.367779
1033,-62.343086,-38.487183
1034,-32.564472,-89.24998
1035,78.858925,-94.35935
1036,51.441093,-33.572598
1037,-76.041435,105.37059
1038,85.98759,-103.42976
1039,-22.71758,-161.61368
1040,-29.7641,-54.4091
1041,65.644646,91.38482
1042,-95.379974,98.94925
1043,76.97036,-96.416534
1044,111.21994,-18.040802
1045,-73.703514,10.702193
1046,28.498302,-3.469974
1047,-33.63743,-126.75223
1048,44.236637,-114.3631
1049,-97.02337,57.568874
1050,14.212046,-17.852613
1051,-48.82266,1.0161183
1052,21.808582,1.5439457
1053,-84.59539,39.39247
1054,103.15173,-0.33848852
1055,-118.26765,100.59413
1056,109.43042,-35.77414
1057,63.59151,-106.80392
